id;name;department;municipality;years_works;type_person;rol
3875;Milton Armando Gutierrez Lemus;BOYACA;AQUITANIA_(PUEBLOVIEJO);0;NO PREFERENTE;POLITICO
3876;Jose Domiciano Paez Vargas;BOYACA;VIRACACHA;4;PREFERENTE;POLITICO
3877;Oswal Saldaña Hernandez;CUNDINAMARCA;SOACHA;84;PREFERENTE;CANTANTE
3878;Cindy Johanna Torres Castillo;CUNDINAMARCA;SOACHA;85;PREFERENTE;CANTANTE
3879;Nelson Serna Acosta;RISARALDA;DOSQUEBRADAS;6;PREFERENTE;POLITICO
3880;Dario De Jesus Aricapa Cardona;RISARALDA;DOSQUEBRADAS;11;PREFERENTE;CANTANTE
3881;Gloria Patricia Londoño Garcia;RISARALDA;DOSQUEBRADAS;14;PREFERENTE;CANTANTE
3882;Mauricio Arango Correa;ANTIOQUIA;CAREPA;0;NO PREFERENTE;POLITICO
3883;Raul Calderon Gomez;SANTANDER;LOS_SANTOS;2;PREFERENTE;POLITICO
3884;Yaneth Joya Macareo;SANTANDER;LOS_SANTOS;4;PREFERENTE;CANTANTE
3885;Jorge Almeyda Rojas;SANTANDER;LOS_SANTOS;7;PREFERENTE;POLITICO
3886;Elsa Milena Garcia Leal;SANTANDER;LOS_SANTOS;9;PREFERENTE;POLITICO
3887;Cristobal Umaña Ovalle;BOYACA;OTANCHE;7;PREFERENTE;OTRO
3888;Blanca Marleny Aristizabal Gomez;ANTIOQUIA;EL_SANTUARIO;8;PREFERENTE;CANTANTE
3889;Jose Alberto Zuluaga Escobar;ANTIOQUIA;EL_SANTUARIO;9;PREFERENTE;OTRO
3890;Juan Daniel Holguin Muñoz;ANTIOQUIA;EBEJICO;1;PREFERENTE;POLITICO
3891;Uriel Antonio Ortiz Guerra;ANTIOQUIA;EBEJICO;2;PREFERENTE;OTRO
3892;Carlos Alberto Cortes Arias;ANTIOQUIA;EBEJICO;7;PREFERENTE;POLITICO
3893;Maria Eloisa Ossa Galeano;ANTIOQUIA;ITAGUI;1;PREFERENTE;CANTANTE
3894;Fernando Angel Arbelaez;ANTIOQUIA;ITAGUI;9;PREFERENTE;OTRO
3895;Leonardo Enrique Avella Roa;CASANARE;NO APLICA;52;PREFERENTE;POLITICO
3896;Reinaldo Jose Medina Angel;CASANARE;NO APLICA;53;PREFERENTE;CANTANTE
3897;Rosalba Melo Nieto;BOYACA;MOTAVITA;6;PREFERENTE;OTRO
3898;Hernan Alvarado Suarez;BOYACA;MOTAVITA;9;PREFERENTE;ACTOR
3899;Alexander Paez Anturi;CAQUETA;BELEN_DE_LOS_ANDAQUIES;2;PREFERENTE;OTRO
3900;Jesus Adiver Rojas Triana;CAQUETA;BELEN_DE_LOS_ANDAQUIES;7;PREFERENTE;POLITICO
3901;Alejandnro Pabon Marin;HUILA;NEIVA;0;NO PREFERENTE;CANTANTE
3902;Daniel Olmedo Zamudio Zarama;CUNDINAMARCA;SOACHA;9;PREFERENTE;POLITICO
3903;Luis Elmer Castro Eusse;RISARALDA;NO APLICA;54;PREFERENTE;CANTANTE
3904;Ivan Dario Galeano;RISARALDA;NO APLICA;57;PREFERENTE;POLITICO
3905;Javier De Jesus Agudelo Berrio;ANTIOQUIA;BELMIRA;0;NO PREFERENTE;CANTANTE
3906;Rogelio Antonio Diaz Vega;BOLIVAR;VILLANUEVA;9;PREFERENTE;POLITICO
3907;John Alejandro Roa Gomez;BOYACA;NO APLICA;52;PREFERENTE;CANTANTE
3908;Yudy Samantha Plata Jimenez;BOYACA;NO APLICA;62;PREFERENTE;CANTANTE
3909;Maria Del Socorro Hernandez Polo;HUILA;YAGUARA;2;PREFERENTE;OTRO
3910;Roberto De Jesus Acevedo Marulanda;ANTIOQUIA;YALI;2;PREFERENTE;POLITICO
3911;Naval De Jesus Rua Gonzalez;ANTIOQUIA;YALI;3;PREFERENTE;CANTANTE
3912;Elkin Antonio Foronda Gutierrez;ANTIOQUIA;YALI;8;PREFERENTE;OTRO
3913;Guillermo Leon Alzate Castaño;ANTIOQUIA;SAN_VICENTE;2;PREFERENTE;POLITICO
3914;Fernando Jose Jaramillo Cardona;ANTIOQUIA;SAN_VICENTE;11;PREFERENTE;POLITICO
3915;Ramiro Navarro May;SAN ANDRES;NO APLICA;58;PREFERENTE;CANTANTE
3916;Anyelo Hernandez Ramos;CUNDINAMARCA;FACATATIVA;11;PREFERENTE;POLITICO
3917;Wendy Suseth Uparela Diaz;SUCRE;LA_UNION;4;PREFERENTE;OTRO
3918;Carlos Enrique Sierra;BOYACA;SAMACA;1;PREFERENTE;POLITICO
3919;Luis Eduardo Castellanos Lopez;BOYACA;SAMACA;10;PREFERENTE;OTRO
3920;Jaime Guzman Torres;CUNDINAMARCA;PASCA;1;PREFERENTE;POLITICO
3921;Jeimmy Lorena Guerrero Muñoz;CUNDINAMARCA;PASCA;6;PREFERENTE;POLITICO
3922;Narciso Jimenez Lasso;CUNDINAMARCA;PASCA;8;PREFERENTE;ACTOR
3923;Maria Del Carmen Quiroga Estevez;SANTANDER;GUADALUPE;0;NO PREFERENTE;POLITICO
3924;Silvestre Caicedo Grosso;CASANARE;MANI;9;PREFERENTE;OTRO
3925;Samuel Diaz Garcia;SANTANDER;LEBRIJA;7;PREFERENTE;ACTOR
3926;Amanda Gabriela Martinez Cordoba;NARIÑO;SAN_LORENZO;1;PREFERENTE;OTRO
3927;Felix Maria Rojas Vega;NORTE_DE_SANTANDER;OCAÑA;1;PREFERENTE;POLITICO
3928;Luis Eduardo Urquijo Ayala;NORTE_DE_SANTANDER;OCAÑA;8;PREFERENTE;POLITICO
3929;Alfonso Ferney Fajardo;CUNDINAMARCA;TIBACUY;5;PREFERENTE;OTRO
3930;Ramiro Andres Parrado Parrado;BOGOTA D.C.;BOGOTA._D.C.;86;PREFERENTE;POLITICO
3931;Simon Eliecer Feria Feria;SUCRE;OVEJAS;0;NO PREFERENTE;CANTANTE
3932;Jeison Andres Ossa Buitrago;RISARALDA;DOSQUEBRADAS;3;PREFERENTE;OTRO
3933;Carlos Alberto Velasquez Echeverry;RISARALDA;DOSQUEBRADAS;17;PREFERENTE;POLITICO
3934;Pedro Pablo Guaqueta;CUNDINAMARCA;SUESCA;6;PREFERENTE;CANTANTE
3935;Marco Tulio Garzon Rojas;CUNDINAMARCA;SUESCA;8;PREFERENTE;CANTANTE
3936;Jose Alirio Salazar Galon;CAQUETA;CARTAGENA_DEL_CHAIRA;6;PREFERENTE;POLITICO
3937;Maria Ines Avilan Hernandez;CUNDINAMARCA;GRANADA;7;PREFERENTE;POLITICO
3938;Jose Robinson Ariza Ariza;SANTANDER;BUCARAMANGA;3;PREFERENTE;CANTANTE
3939;Fredy Florez;ARAUCA;SARAVENA;5;PREFERENTE;ACTOR
3940;Jose Trinidad Rios Perez;ARAUCA;SARAVENA;8;PREFERENTE;OTRO
3941;Luis Carlos Gomez Mcewen;ANTIOQUIA;DON_MATIAS;10;PREFERENTE;OTRO
3942;Jose Rogelio Nieto Molina;BOYACA;COPER;0;NO APLICA;ACTOR
3943;Sivio Chavarria Lopez;BOYACA;CUCAITA;2;PREFERENTE;ACTOR
3944;Jose Lisandro Rodriguez Zarate;SANTANDER;VALLE_DE_SAN_JOSE;4;PREFERENTE;POLITICO
3945;John Jairo Yepes Perdomo;HUILA;RIVERA;0;NO APLICA;CANTANTE
3946;Luis Gabriel Sarco Ospino;BOLIVAR;CICUCO;6;PREFERENTE;POLITICO
3947;Rolando Cuadrado Escobar;BOLIVAR;CICUCO;7;PREFERENTE;CANTANTE
3948;Diannys Bastidas Mola;BOLIVAR;CICUCO;11;PREFERENTE;CANTANTE
3949;Amadid Fajardo Espitia;META;LEJANIAS;5;PREFERENTE;OTRO
3950;Alberto Rodriguez Buitrago;BOYACA;MONIQUIRA;6;PREFERENTE;POLITICO
3951;Alonso De Jesus Torres Escobar;ANTIOQUIA;TAMESIS;6;PREFERENTE;ACTOR
3952;Tulio Rafael Vergara Lazaro;SUCRE;SAN_JUAN_DE_BETULIA_(BETULIA);2;PREFERENTE;CANTANTE
3953;Micaela Gonzalez Romero;VAUPES;NO APLICA;59;PREFERENTE;POLITICO
3954;Carlos Arbey Quira Melenje;ANTIOQUIA;LA_CEJA;11;PREFERENTE;POLITICO
3955;Maria Fernanda Perez Mendoza;CUNDINAMARCA;GIRARDOT;10;PREFERENTE;CANTANTE
3956;Francli Duvan Velasquez Peñaloza;CUNDINAMARCA;YACOPI;1;PREFERENTE;CANTANTE
3957;Javier Hoyos Escobar;CUNDINAMARCA;YACOPI;3;PREFERENTE;POLITICO
3958;Julio Cesar Pinzon Salazar;SANTANDER;ENCISO;3;PREFERENTE;POLITICO
3959;Hermes Fernando Latorre Calvache;NARIÑO;TAMINANGO;0;NO APLICA;OTRO
3960;Willington Gomez Morales;BOGOTA D.C.;BOGOTA._D.C.;84;PREFERENTE;OTRO
3961;Luis Elibardo Rosero Villota;NARIÑO;TANGUA;5;PREFERENTE;OTRO
3962;Otoniel Mauricio Arango Ramirez;ANTIOQUIA;ABEJORRAL;0;NO APLICA;OTRO
3963;Alirio Osorio Campos;HUILA;TARQUI;3;PREFERENTE;POLITICO
3964;Anyelo Nuñez;HUILA;TARQUI;7;PREFERENTE;POLITICO
3965;Alvaro De Jesus Tuiran Esquivel;CORDOBA;MONTERIA;81;PREFERENTE;OTRO
3966;Juan Carlos Fuentes Crispin;BOYACA;DUITAMA;0;NO APLICA;POLITICO
3967;Maria Isabel Zambrano Guerrero;NARIÑO;ANCUYA;1;PREFERENTE;OTRO
3968;Jose Antonio Correales Rodriguez;BOYACA;TUTA;6;PREFERENTE;POLITICO
3969;Elizabeth Burgos Angel;HUILA;BARAYA;3;PREFERENTE;CANTANTE
3970;Julio Cesar Vargas Sabogal;HUILA;BARAYA;8;PREFERENTE;POLITICO
3971;Wuilis Ismael Jimenez Macias;CASANARE;TAURAMENA;3;PREFERENTE;POLITICO
3972;Vanessa Paola Hernandez Arroyo;SUCRE;SAN_PEDRO;11;PREFERENTE;POLITICO
3973;Luz Mery Oteca Leiva;HUILA;NATAGA;7;PREFERENTE;CANTANTE
3974;Jaime Alberto Rojas Paternina;TOLIMA;NO APLICA;60;PREFERENTE;OTRO
3975;Diego Fernando Bocanegra Estrada;TOLIMA;NO APLICA;65;PREFERENTE;POLITICO
3976;Cayetano Bohorquez Delgado;SANTANDER;GUACA;7;PREFERENTE;OTRO
3977;Alvaro Antonio Cano Vargas;ANTIOQUIA;NO APLICA;61;PREFERENTE;CANTANTE
3978;Emma Cecilia Rodriguez Chapeta;SANTANDER;BARRANCABERMEJA;12;PREFERENTE;POLITICO
3979;Carlos Uriel Lizarazo Caceres;SANTANDER;ENCISO;2;PREFERENTE;CANTANTE
3980;Jose Joaquin Guzman Cardenas;CUNDINAMARCA;TIBACUY;6;PREFERENTE;POLITICO
3981;Resurecion Monsalve Garcia;BOYACA;COVARACHIA;2;PREFERENTE;OTRO
3982;Elizabeth Cardenas Poveda;BOGOTA D.C.;BOGOTA._D.C.;90;PREFERENTE;POLITICO
3983;Mary Luz Herrera Rodriguez;CUNDINAMARCA;UBAQUE;4;PREFERENTE;OTRO
3984;Luis Jaime Vigoya Herrera;CUNDINAMARCA;UBAQUE;6;PREFERENTE;OTRO
3985;Jeferson Stiven Perdomo;QUINDIO;NO APLICA;55;PREFERENTE;POLITICO
3986;Jesus Rafael Lopez;LA_GUAJIRA;DISTRACCION;8;PREFERENTE;POLITICO
3987;Ruben Alejandro Gaona Ayala;CUNDINAMARCA;PASCA;3;PREFERENTE;POLITICO
3988;Edwing Alonso Florez Garcia;CUNDINAMARCA;PASCA;5;PREFERENTE;POLITICO
3989;Everto Marroquin Vargas;CUNDINAMARCA;LA_PALMA;2;PREFERENTE;OTRO
3990;Eliecer Jose Caliz Feria;SUCRE;SAN_MARCOS;14;PREFERENTE;CANTANTE
3991;Omar De Jesus Leon Herrera;ANTIOQUIA;CONCORDIA;1;PREFERENTE;OTRO
3992;Celene Maria Castrillon Ramirez;ANTIOQUIA;CONCORDIA;7;PREFERENTE;POLITICO
3993;Mery Leonor Garzon Peña;CUNDINAMARCA;CHAGUANI;7;PREFERENTE;OTRO
3994;Martha Cecilia Reinoza Garcia;QUINDIO;MONTENEGRO;11;PREFERENTE;POLITICO
3995;Jovanny Osorio;QUINDIO;MONTENEGRO;13;PREFERENTE;CANTANTE
3996;Amparo Carrillo Acevedo;NORTE_DE_SANTANDER;CACOTA;5;PREFERENTE;POLITICO
3997;Amaury Jose Benitez Narvaez;SUCRE;OVEJAS;8;PREFERENTE;CANTANTE
3998;Jairo Arturo Andrade Moreno;SUCRE;OVEJAS;12;PREFERENTE;POLITICO
3999;Cesar Arbey Reyes Morales;QUINDIO;PIJAO;3;PREFERENTE;CANTANTE
4000;Wiiliam Alcantar Rojas;BOYACA;TUNUNGUA;5;PREFERENTE;POLITICO
4001;Erik Rene Carrillo Parra;BOYACA;MOTAVITA;7;PREFERENTE;OTRO
4002;Alexander Antonio Lopez Polo;LA_GUAJIRA;RIOHACHA;4;PREFERENTE;CANTANTE
4003;Yohanis Del Carmen Alvarez Sierra;LA_GUAJIRA;RIOHACHA;14;PREFERENTE;CANTANTE
4004;Luis Francisco Calderon Osorio;NORTE_DE_SANTANDER;LA_ESPERANZA;9;PREFERENTE;POLITICO
4005;Maria Susana Gonzalez Aparicio;SANTANDER;CURITI;8;PREFERENTE;POLITICO
4006;Paula Viviana Lopez Clavijo;RISARALDA;DOSQUEBRADAS;81;PREFERENTE;POLITICO
4007;Nelson Villarreal Gonzalez;RISARALDA;DOSQUEBRADAS;82;PREFERENTE;POLITICO
4008;Yuly Johana Perez;BOGOTA D.C.;BOGOTA._D.C.;84;PREFERENTE;CANTANTE
4009;William Eduardo Peralta Castillo;CUNDINAMARCA;NEMOCON;2;PREFERENTE;POLITICO
4010;Luis Adolfo Martinez Fanfan;CUNDINAMARCA;NEMOCON;7;PREFERENTE;CANTANTE
4011;Maria Del Pilar Forero Forero;CUNDINAMARCA;NEMOCON;11;PREFERENTE;CANTANTE
4012;Gustavo De Jesus Ruiz Benitez;RISARALDA;MISTRATO;3;PREFERENTE;POLITICO
4013;Luz Angelica Concha Higuita;SANTANDER;BARRANCABERMEJA;85;PREFERENTE;OTRO
4014;Jesus Antonio Agudelo Garcia;ANTIOQUIA;SAN_LUIS;0;NO PREFERENTE;CANTANTE
4015;Martha Liliana Aristizabal Duque;ANTIOQUIA;SAN_LUIS;0;NO PREFERENTE;POLITICO
4016;Libardo Alvarez Fuentes;SANTANDER;BARRANCABERMEJA;85;PREFERENTE;OTRO
4017;Nora Elena Mendez Pertuz;SUCRE;COROZAL;13;PREFERENTE;OTRO
4018;Nancy Paola Olarte Muñoz;SANTANDER;MATANZA;6;PREFERENTE;POLITICO
4019;Benjamin Linares Figueroa;BOYACA;SUTAMARCHAN;9;PREFERENTE;POLITICO
4020;Argenida Maria Barrera Castellon;BOLIVAR;VILLANUEVA;6;PREFERENTE;OTRO
4021;Hans Mendoza Mendoza;BOLIVAR;VILLANUEVA;11;PREFERENTE;ACTOR
4022;Raquel Toscano Zorrilla;NORTE_DE_SANTANDER;PAMPLONITA;5;PREFERENTE;CANTANTE
4023;Noralba Peñaloza Delgado;NORTE_DE_SANTANDER;PAMPLONITA;6;PREFERENTE;ACTOR
4024;Carlos Alberto Arango Restrepo;QUINDIO;GENOVA;9;PREFERENTE;POLITICO
4025;Jose Cirilo Henao Jaramillo;ANTIOQUIA;PEÑOL;0;NO APLICA;OTRO
4026;Ana Gloria Saiz Gallego;HUILA;NEIVA;85;PREFERENTE;CANTANTE
4027;Maria Oliva Barreto;BOYACA;BERBEO;1;PREFERENTE;POLITICO
4028;Alfonso Ortiz Hernandez;SANTANDER;ENCISO;1;PREFERENTE;OTRO
4029;Claudia Margarita Morales Cuaspud;NARIÑO;IPIALES;2;PREFERENTE;POLITICO
4030;Hector Libardo Burbano Benavides;NARIÑO;IPIALES;5;PREFERENTE;OTRO
4031;Hugo Manuel Arrieta Cuello;SUCRE;PALMITO;0;NO APLICA;CANTANTE
4032;Fabio Hernan Romero Torres;CUNDINAMARCA;UBATE;1;PREFERENTE;POLITICO
4033;Julia Delfina Rocha Torres;CUNDINAMARCA;UBATE;4;PREFERENTE;OTRO
4034;Miguel Angel Pinilla Gomez;CUNDINAMARCA;UBATE;8;PREFERENTE;CANTANTE
4035;Edilma Zambrano Chaux;HUILA;SUAZA;10;PREFERENTE;OTRO
4036;Expedito Delgado;SANTANDER;ELPLAYON;1;PREFERENTE;POLITICO
4037;Eneris Esther Ramos Martinez;SAN ANDRES;NO APLICA;53;PREFERENTE;OTRO
4038;Blanca Cecilia Carranza Ruiz;BOYACA;GUATEQUE;4;PREFERENTE;POLITICO
4039;Manuel Mesias Benavides Putacuar;NARIÑO;POTOSI;2;PREFERENTE;POLITICO
4040;Luis Alfonso Quispe Fuertes;NARIÑO;POTOSI;7;PREFERENTE;ACTOR
4041;Fredinson Serna Fierro;CAQUETA;CURILLO;1;PREFERENTE;POLITICO
4042;Deny Araceli Ruiz Bermeo;CAQUETA;CURILLO;7;PREFERENTE;OTRO
4043;Rafael Antonio Gamez Rodriguez;BOYACA;CHINAVITA;5;PREFERENTE;CANTANTE
4044;Luis Enrique Parra;QUINDIO;LA_TEBAIDA;4;PREFERENTE;CANTANTE
4045;William Fernando Hernandez Garcia;SANTANDER;LEBRIJA;8;PREFERENTE;OTRO
4046;Maria Constanza Gomez Vargas;BOYACA;SANTA_ROSA_DE_VITERBO;4;PREFERENTE;POLITICO
4047;Sandra Milena Bravo Callejas;HUILA;AGRADO;1;PREFERENTE;CANTANTE
4048;Luis Carlos Puentes Morera;HUILA;AGRADO;3;PREFERENTE;CANTANTE
4049;Jesus Enrique Padilla Giraldo;HUILA;AGRADO;5;PREFERENTE;POLITICO
4050;Bertulfo Naveros Torres;HUILA;AGRADO;7;PREFERENTE;OTRO
4051;Martha Liliana Diaz;CUNDINAMARCA;LA_VEGA;9;PREFERENTE;POLITICO
4052;Luis Fernando Gutierrez Vargas;CALDAS;NO APLICA;58;PREFERENTE;ACTOR
4053;Elena Maria Perez Cardenas;SUCRE;LOS_PALMITOS;7;PREFERENTE;POLITICO
4054;Ramona Delia Peñaranda Torres;NORTE_DE_SANTANDER;SARDINATA;1;PREFERENTE;CANTANTE
4055;David Sebastian Pineda Perez;ANTIOQUIA;MEDELLIN;85;PREFERENTE;POLITICO
4056;Sandra Milena Aristizabal Rua;ANTIOQUIA;GOMEZ_PLATA;7;PREFERENTE;OTRO
4057;Pedro Julio Parada Rativa;BOYACA;BOYACA;4;PREFERENTE;CANTANTE
4058;Erika Natalia Caro Rios;BOYACA;BOYACA;8;PREFERENTE;POLITICO
4059;Dumar Armando Daza Malaver;CASANARE;PAZ_DE_ARIPORO_(MORENO);1;PREFERENTE;POLITICO
4060;Claudia Patricia Navas Murillo;CASANARE;PAZ_DE_ARIPORO_(MORENO);9;PREFERENTE;POLITICO
4061;Juan David Moreno Torres;CASANARE;PAZ_DE_ARIPORO_(MORENO);10;PREFERENTE;POLITICO
4062;Javier Pinzon Uribe;NORTE_DE_SANTANDER;LA_ESPERANZA;4;PREFERENTE;CANTANTE
4063;Isbelia Rodriguez Rodriguez;NORTE_DE_SANTANDER;LA_ESPERANZA;7;PREFERENTE;CANTANTE
4064;Oscar Alfonso Ochoa Barrios;SANTANDER;SURATA;1;PREFERENTE;OTRO
4065;Efrain Sandoval Duarte;SANTANDER;SURATA;3;PREFERENTE;OTRO
4066;Carlos Andres Rodriguez Romero;CUNDINAMARCA;MEDINA;6;PREFERENTE;ACTOR
4067;Sara Ines Rodriguez Barrera;CUNDINAMARCA;VIOTA;6;PREFERENTE;CANTANTE
4068;Maria Evelia Ortiz Gonzalez;CUNDINAMARCA;GUATAQUI;3;PREFERENTE;ACTOR
4069;Oscar Aldemar Patiño Abril;VICHADA;PUERTO_CARREÑO;3;PREFERENTE;POLITICO
4070;Luis Carlos Huertas Garcia;VICHADA;PUERTO_CARREÑO;11;PREFERENTE;CANTANTE
4071;Joselin Moreno Barrera;NORTE_DE_SANTANDER;VILLA_DEL_ROSARIO;6;PREFERENTE;CANTANTE
4072;Dimas Herney Cruz Mesa;NORTE_DE_SANTANDER;VILLA_DEL_ROSARIO;10;PREFERENTE;POLITICO
4073;Marlon Antonio Mejia;NORTE_DE_SANTANDER;VILLA_DEL_ROSARIO;13;PREFERENTE;POLITICO
4074;Myriam Rocio Sierra Sierra;BOYACA;SAMACA;1;PREFERENTE;CANTANTE
4075;Carlos Alfredo Betancour Sanchez;BOYACA;SAMACA;6;PREFERENTE;OTRO
4076;Flor Alba Rativa Sanchez;BOYACA;SAMACA;9;PREFERENTE;POLITICO
4077;Sandra Milena Pira Catolico;BOYACA;SIACHOQUE;8;PREFERENTE;CANTANTE
4078;Luis Alberto Barrera Herrera;CUNDINAMARCA;FUQUENE;0;NO APLICA;OTRO
4079;Constantino Sierra Buendia;HUILA;AGRADO;9;PREFERENTE;OTRO
4080;Maria Del Pilar Huertas;META;LEJANIAS;5;PREFERENTE;POLITICO
4081;Geidi Gisella Castro Jacome;META;LEJANIAS;8;PREFERENTE;CANTANTE
4082;Hernando Useche;META;LEJANIAS;9;PREFERENTE;OTRO
4083;Agustin Muñoz Cardona;VAUPES;NO APLICA;52;PREFERENTE;POLITICO
4084;Claudia Marcela Villa Arboleda;ANTIOQUIA;MEDELLIN;86;PREFERENTE;OTRO
4085;Virgilio Geles Julio;SUCRE;SAN_ONOFRE;0;NO PREFERENTE;POLITICO
4086;Gerardo Jose Sanabria Santander;NORTE_DE_SANTANDER;NO APLICA;56;PREFERENTE;POLITICO
4087;Jaime Bermeo Cabrera;HUILA;SUAZA;9;PREFERENTE;CANTANTE
4088;Monica Cecilia Muñoz Builes;ANTIOQUIA;SANTO_DOMINGO;8;PREFERENTE;OTRO
4089;Yeins Silva Castañeda;BOGOTA D.C.;BOGOTA._D.C.;88;PREFERENTE;OTRO
4090;Valerio Gomez Bello;CUNDINAMARCA;SAN_CAYETANO;7;PREFERENTE;OTRO
4091;Laureano Alberto Valencia Ilvira;NARIÑO;POLICARPA;3;PREFERENTE;POLITICO
4092;Edwin Carvajal Bohorquez;SANTANDER;CARCASI;0;NO APLICA;POLITICO
4093;Gustavo Santamaria Restrepo;QUINDIO;CALARCA;11;PREFERENTE;OTRO
4094;Paola Andrea Rojas Guio;QUINDIO;GENOVA;0;NO PREFERENTE;ACTOR
4095;Yenny Paola Triana Andela|;CAQUETA;CARTAGENA_DEL_CHAIRA;13;PREFERENTE;OTRO
4096;Jose Mauricio Gil Madrigal;ANTIOQUIA;BELLO;82;PREFERENTE;CANTANTE
4097;Laura Elena Yepes;QUINDIO;QUIMBAYA;5;PREFERENTE;OTRO
4098;Lennis Eulalia Alfonso Fajardo;BOYACA;SAN_PABLO_DE_BORBUR;5;PREFERENTE;CANTANTE
4099;Nelsy Edid Burgos Mendieta;BOYACA;SAN_PABLO_DE_BORBUR;11;PREFERENTE;CANTANTE
4100;Wilmar Julian Rincon Mariño;BOYACA;FLORESTA;0;NO APLICA;ACTOR
4101;Gilma Yasmid Gomez Muñoz;PUTUMAYO;VALLE_DEL_GUAMUEZ_(LA_HORMIGA);1;PREFERENTE;CANTANTE
4102;Doris Alejandra Benavides Quenguan;PUTUMAYO;VALLE_DEL_GUAMUEZ_(LA_HORMIGA);13;PREFERENTE;CANTANTE
4103;Mary Ofir Pinzon De Quiroga;SANTANDER;JESUS_MARIA;4;PREFERENTE;POLITICO
4104;Eder Teodulo Tellez Tellez;SANTANDER;JESUS_MARIA;6;PREFERENTE;POLITICO
4105;Pedro Fabian Tarazona Jaimes;SANTANDER;GUACA;1;PREFERENTE;POLITICO
4106;Luz Adriana Solorzano Mejia;QUINDIO;PIJAO;4;PREFERENTE;POLITICO
4107;Sandra Jaramillo Gonzalez;BOGOTA D.C.;BOGOTA._D.C.;8;PREFERENTE;POLITICO
4108;Hector Anibal Quintero Cano;BOGOTA D.C.;BOGOTA._D.C.;15;PREFERENTE;ACTOR
4109;Cesar Hernando Castrillon Triana;BOGOTA D.C.;BOGOTA._D.C.;22;PREFERENTE;POLITICO
4110;Vicky Alejandra Leguizamon Guevara;BOGOTA D.C.;BOGOTA._D.C.;26;PREFERENTE;CANTANTE
4111;Fernando Ballesteros Valencia;BOGOTA D.C.;BOGOTA._D.C.;43;PREFERENTE;ACTOR
4112;Miriam Amparo Henao Arenas;CORDOBA;CANALETE;3;PREFERENTE;CANTANTE
4113;Tirsa Rodriguez Marmolejo;CUNDINAMARCA;CARMEN_DE_CARUPA;0;NO PREFERENTE;ACTOR
4114;Jose Alvaro Castro Runza;CUNDINAMARCA;CARMEN_DE_CARUPA;0;NO PREFERENTE;OTRO
4115;Cristian Tamara Galindo;BOLIVAR;TALAIGUA_NUEVO;9;PREFERENTE;CANTANTE
4116;Jeison Uriel Alzate Gomez;QUINDIO;FILANDIA;6;PREFERENTE;CANTANTE
4117;Alexandra Lizcano Rojas;CAQUETA;BELEN_DE_LOS_ANDAQUIES;8;PREFERENTE;CANTANTE
4118;Victor Manuel Garcia Lopez;QUINDIO;CIRCASIA;8;PREFERENTE;CANTANTE
4119;Idi Netzer Cordoba Valencia;CHOCO;ATRATO_(YUTO);0;NO APLICA;CANTANTE
4120;Carlos Ivan Garzon Charry;HUILA;AIPE;8;PREFERENTE;CANTANTE
4121;Anyi Tatiana Sarria Hidalgo;HUILA;AIPE;10;PREFERENTE;CANTANTE
4122;Armando Moyano Arcos;BOYACA;BOYACA;8;PREFERENTE;POLITICO
4123;Silvio Raul Cuevas Corso;BOYACA;COVARACHIA;3;PREFERENTE;CANTANTE
4124;Jeinit Yaritza Rojas Gutierrez;NORTE_DE_SANTANDER;LA_ESPERANZA;4;PREFERENTE;POLITICO
4125;Maria Rocio Paez Sanchez;NORTE_DE_SANTANDER;LA_ESPERANZA;5;PREFERENTE;POLITICO
4126;Javier Ortiz Acero;NORTE_DE_SANTANDER;LA_ESPERANZA;7;PREFERENTE;CANTANTE
4127;Ruben Dario Velasquez Avendaño;ANTIOQUIA;MEDELLIN;82;PREFERENTE;POLITICO
4128;Aldrin Dario Garica Balvin;ANTIOQUIA;MEDELLIN;84;PREFERENTE;POLITICO
4129;Hever Mendivelso Gil;BOYACA;SOCOTA;8;PREFERENTE;POLITICO
4130;Victor Hugo Ospina Baquero;QUINDIO;CALARCA;10;PREFERENTE;CANTANTE
4131;Samuel De Jesus Lopez Giraldo;ANTIOQUIA;COCORNA;6;PREFERENTE;ACTOR
4132;Christian Jose Moreno Bermudez;NORTE_DE_SANTANDER;BOCHALEMA;9;PREFERENTE;POLITICO
4133;Julian Ernesto Hortua Diaz;CUNDINAMARCA;PASCA;2;PREFERENTE;CANTANTE
4134;Omar Andres Reina Muñoz;CALDAS;NO APLICA;52;PREFERENTE;ACTOR
4135;Jose Fernando Leon Vanegas;CALDAS;NO APLICA;53;PREFERENTE;POLITICO
4136;Natalia Arias Roa;CALDAS;NO APLICA;54;PREFERENTE;POLITICO
4137;Edgar Arnoldo Zapata Garcia;CALDAS;NO APLICA;55;PREFERENTE;CANTANTE
4138;Andrea Stephanie Revelo Henao;CALDAS;NO APLICA;61;PREFERENTE;CANTANTE
4139;Angie Katherine Garcia Lopez;CALDAS;NO APLICA;62;PREFERENTE;OTRO
4140;Luis Alfonso Espindola Castro;BOYACA;GUICAN;3;PREFERENTE;CANTANTE
4141;Leidy Milena Avila Sichaca;BOYACA;SIACHOQUE;7;PREFERENTE;CANTANTE
4142;Saul Salinas Alvarez;CUNDINAMARCA;LA_PALMA;4;PREFERENTE;ACTOR
4143;Jose Wilmer Tobar Montero;CUNDINAMARCA;LA_PALMA;8;PREFERENTE;OTRO
